,user_id,user_url,reviews,item_id,sentiment_analysis,recommend,pct_recommend
11,CITIZENOFYORK,http://steamcommunity.com/id/CITIZENOFYORK,"[{'funny': '', 'posted': 'Posted June 22.', 'last_edited': 'Last edited June 22.', 'item_id': '730', 'helpful': '0 of 1 people (0%) found this review helpful', 'recommend': True, 'review': 'Кратко о новой системе званий :• Вы слили три игры подряд ? - Понижение .• Вы выиграли семь игр подряд , а затем слили игру ? - Понижение .• Ничья ? - Понижение .• Вам попались идиоты в команду ? - Понижение .• Ваши друзья думают , что вы шутите о новой системе рангов ? - Понижение .• Вас кикнули ? - Бан и понижение .• Вам что - то не нравится ? - Понижение .• Вы не открываете кейсы ? - Понижение .• Вы зарегистрированы в ORIGIN ? - Понижение .• Вы выиграли пятнадцать игр подряд ? - Хм . Ну . Мы подождём , пока вы проиграете .• Вы проиграли ? - Понижение .• Вам выпал нож ? - Понижение .• Вам не выпал нож ? - Понижение .• Вам не нравится новая система рангов ? - Понижение .• Вам нравится новая система рангов ? - Прекрасно , понижение вам тоже понравится .• Вы не заходите в игру ? - Понижение .• Вы заходите в игру ? - Держите тупых тиммейтов .• Зачем ? - Понижение .• Понижение ? - Понижение .• Повышение ? - Понижение .10 / 10 по шкале слива рангов .'}]",['730'],['1'],[True],1.0
12,lolyoutactical,http://steamcommunity.com/id/lolyoutactical,"[{'funny': '', 'posted': 'Posted March 23.', 'last_edited': '', 'item_id': '333930', 'helpful': '0 of 1 people (0%) found this review helpful', 'recommend': True, 'review': 'its so good'}]",['333930'],['2'],[True],1.0
13,76561198050614447,http://steamcommunity.com/profiles/76561198050614447,"[{'funny': '', 'posted': 'Posted July 15, 2014.', 'last_edited': '', 'item_id': '34870', 'helpful': 'No ratings yet', 'recommend': False, 'review': ""Awwwwwwwwwwwwwwwwwwwww Man................ Again, another failed sound game. But seriously, when are you guys EVER going to get a patch out to fix the sound bug. As soon as I bought this game because it looked pretty good, it runs perfect on my computer but only 1 problem. There is no sound. Even on the desktop there's no sound while running Sniper: Ghost warrior 2. I have searched the net EVERYWHERE for a solution, but none of them worked. I even heard some had troubles with the first one. I got bored of the first mission straight away as I couldn't hear ANYTHING. Nothing, Not even during the cutscene. I hope this will be fixed once I come back from overseas in a few weeks :)""}]",['34870'],['2'],[False],0.0
14,jakeysnake,http://steamcommunity.com/id/jakeysnake,"[{'funny': '', 'posted': 'Posted February 16, 2014.', 'last_edited': 'Last edited February 16, 2014.', 'item_id': '570', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""It takes a bit to get into, but once you do there's nothing quite like it. Demands your attention, and when you give your all you pull things off that make every hour spent in the knowledge that your loss is inevitable worth it.Sure, those hours suck. Play Dota though. It's one of the few gaming experiences out there where there's always something to learn, and when you do learn you share the victory with other real people who appreciate what you've pulled off.""}]",['570'],['2'],[True],1.0
15,fastik4321,http://steamcommunity.com/id/fastik4321,"[{'funny': '', 'posted': 'Posted December 9, 2013.', 'last_edited': '', 'item_id': '4000', 'helpful': '2 of 3 people (67%) found this review helpful', 'recommend': True, 'review': 'Legit 1337'}]",['4000'],['1'],[True],1.0
16,Deepadeep,http://steamcommunity.com/id/Deepadeep,"[{'funny': '1 person found this review funny', 'posted': 'Posted November 13, 2014.', 'last_edited': 'Last edited November 13, 2014.', 'item_id': '331900', 'helpful': '10 of 38 people (26%) found this review helpful', 'recommend': True, 'review': ""AMERICA! FU(K YEAH! COMIN' AFIELD TO SAVE THE MOTHERFU(KIN DAY YEAH!""}, {'funny': '', 'posted': 'Posted April 4, 2015.', 'last_edited': 'Last edited April 4, 2015.', 'item_id': '291480', 'helpful': 'No ratings yet', 'recommend': False, 'review': 'I would rather shoot myself in the foot and poke the hole with a red hot poker while searing my scrotum in a frypan than ever play this game again. I would reccomend drinking bleach before playing so it ends quickly.'}, {'funny': '', 'posted': 'Posted April 3, 2015.', 'last_edited': '', 'item_id': '242720', 'helpful': 'No ratings yet', 'recommend': False, 'review': 'seems like it could be fun, but its dead: 56 players online GLOBALLY'}, {'funny': '', 'posted': 'Posted April 2, 2015.', 'last_edited': '', 'item_id': '265630', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'the peacemaker is op guys, use it'}, {'funny': '', 'posted': 'Posted March 14, 2015.', 'last_edited': '', 'item_id': '203140', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'hold y simulator 2012in all seriousness, it was fun and i got it on humble bundle for $1 so i really cant complain.'}, {'funny': '', 'posted': 'Posted February 3, 2015.', 'last_edited': '', 'item_id': '17410', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Very good, but quite short'}]","['331900', '291480', '242720', '265630', '203140', '17410']","['1', '2', '2', '1', '2', '2']","[True, False, False, True, True, True]",0.6666666666666666
17,76561198042112752,http://steamcommunity.com/profiles/76561198042112752,"[{'funny': '', 'posted': 'Posted August 12.', 'last_edited': '', 'item_id': '344450', 'helpful': '0 of 2 people (0%) found this review helpful', 'recommend': True, 'review': 'good but wait for a sale'}, {'funny': '', 'posted': 'Posted May 12, 2015.', 'last_edited': '', 'item_id': '265930', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'really good'}]","['344450', '265930']","['2', '2']","[True, True]",1.0
18,craigsuxatgames,http://steamcommunity.com/id/craigsuxatgames,"[{'funny': '', 'posted': 'Posted December 7, 2013.', 'last_edited': '', 'item_id': '440', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': ""i enjoy this game for one sole purpose: It's fun, and a game hard to forgeti recamend this game.""}, {'funny': '', 'posted': 'Posted April 3, 2015.', 'last_edited': '', 'item_id': '224260', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'this game is hard as hell, i mean seriously either i suck or its just really difficult1000000/10'}]","['440', '224260']","['0', '0']","[True, True]",1.0
19,76561198122124339,http://steamcommunity.com/profiles/76561198122124339,"[{'funny': '', 'posted': 'Posted April 7.', 'last_edited': '', 'item_id': '730', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Dope.'}]",['730'],['1'],[True],1.0
20,76561198054589097,http://steamcommunity.com/profiles/76561198054589097,"[{'funny': '', 'posted': 'Posted December 28, 2013.', 'last_edited': '', 'item_id': '8870', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'this game (exuse my language) is ♥♥♥♥ing incredible. The gameplay is great and the gunplay is fun. The story is ♥♥♥♥ing amazing as most bioshock games with lots of twists and turns and you start to feel for the characters aspecialy when the plot starts to thicken. So i would recommend this game to anyone and even to someone who hasnt played bioshock before. SO WHAT ARE YOU READING THIS FOR....BUY IT ALREADY'}]",['8870'],['2'],[True],1.0
21,76561198068696167,http://steamcommunity.com/profiles/76561198068696167,"[{'funny': '', 'posted': 'Posted July 31, 2015.', 'last_edited': '', 'item_id': '383080', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Fappable/10-IGN'}, {'funny': '', 'posted': 'Posted January 19, 2015.', 'last_edited': '', 'item_id': '109400', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'great game very kawaiiiiii'}, {'funny': '', 'posted': 'Posted December 17, 2014.', 'last_edited': 'Last edited January 3, 2015.', 'item_id': '304930', 'helpful': 'No ratings yet', 'recommend': False, 'review': 'lack of updates, game is dead'}]","['383080', '109400', '304930']","['1', '1', '0']","[True, True, False]",0.6666666666666666
22,Bladeking68,http://steamcommunity.com/id/Bladeking68,"[{'funny': '', 'posted': 'Posted August 26, 2015.', 'last_edited': '', 'item_id': '10680', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""it's good though if your not an alien or predator fan than it might get boring.the alien missions are pretty good. the stealth is nice but don't try to melee fight with the alien because it sucks ♥♥♥.Marine is a generic shooter though it can be fun making the alien's heads explode.Predator idk didn't finish it because I got bored.The graphics are alright. the finishing animations are nice but something seems off with some of them and they take way too long sometimes. Multiplayer seems dead with the exception of probably 1 server thats on at night (usually american servers though)I wouldn't bother getting the dlc""}]",['10680'],['2'],[True],1.0
23,playergdgsd,http://steamcommunity.com/id/playergdgsd,"[{'funny': '', 'posted': 'Posted March 18, 2015.', 'last_edited': '', 'item_id': '130', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Great and Awesome Game'}, {'funny': '', 'posted': 'Posted March 18, 2015.', 'last_edited': '', 'item_id': '440', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Great and awesome game :)'}, {'funny': '', 'posted': 'Posted March 18, 2015.', 'last_edited': '', 'item_id': '10', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Great and awesome game :)'}, {'funny': '', 'posted': 'Posted March 18, 2015.', 'last_edited': '', 'item_id': '730', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Great and awesome game :)'}, {'funny': '', 'posted': 'Posted February 27, 2015.', 'last_edited': '', 'item_id': '570', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Great and Awesome Game. :D'}]","['130', '440', '10', '730', '570']","['2', '2', '2', '2', '2']","[True, True, True, True, True]",1.0
24,TrabicTheII,http://steamcommunity.com/id/TrabicTheII,"[{'funny': '', 'posted': 'Posted July 21, 2014.', 'last_edited': 'Last edited July 24, 2014.', 'item_id': '440', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': ""I don't have any money left :c""}]",['440'],['1'],[True],1.0
25,76561198081966701,http://steamcommunity.com/profiles/76561198081966701,"[{'funny': '', 'posted': 'Posted March 3, 2014.', 'last_edited': '', 'item_id': '211820', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': False, 'review': 'The game needs a tutorial and a longer quest line till getting distess beacon'}, {'funny': '', 'posted': 'Posted November 25, 2014.', 'last_edited': '', 'item_id': '224260', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Very good 11/10-IGN. The contols are easy to learn but it hard to master. Its Free so thats good. NMRINH should make some DLC or a second game'}, {'funny': '', 'posted': 'Posted October 4, 2014.', 'last_edited': 'Last edited July 19, 2015.', 'item_id': '107410', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'EPIC gameplay and Crap Ragdoll'}]","['211820', '224260', '107410']","['0', '2', '1']","[False, True, True]",0.6666666666666666
26,kokobrainz,http://steamcommunity.com/id/kokobrainz,"[{'funny': '', 'posted': 'Posted January 7, 2014.', 'last_edited': '', 'item_id': '225080', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Amazing. Just, amazing'}]",['225080'],['2'],[True],1.0
27,76561198030735076,http://steamcommunity.com/profiles/76561198030735076,"[{'funny': '', 'posted': 'Posted October 20, 2013.', 'last_edited': 'Last edited August 23, 2014.', 'item_id': '570', 'helpful': '2 of 2 people (100%) found this review helpful', 'recommend': True, 'review': 'Join the other 8 Million people in world who have no lifes and play the russian simulator that will steal your soul, Dota 2'}, {'funny': '1 person found this review funny', 'posted': 'Posted April 9, 2015.', 'last_edited': 'Last edited April 9, 2015.', 'item_id': '339610', 'helpful': '8 of 16 people (50%) found this review helpful', 'recommend': False, 'review': 'Please dont play this game, but if you do please dont put money on this. Please dont download and slam.'}]","['570', '339610']","['1', '0']","[True, False]",0.5
28,australianturtlelover,http://steamcommunity.com/id/australianturtlelover,"[{'funny': '', 'posted': 'Posted January 23, 2014.', 'last_edited': '', 'item_id': '730', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'GREAT GAME! GREAT IMPROVEMENTS!'}]",['730'],['2'],[True],1.0
29,TheJackedex,http://steamcommunity.com/id/TheJackedex,"[{'funny': '5 people found this review funny', 'posted': 'Posted November 2, 2015.', 'last_edited': '', 'item_id': '329440', 'helpful': '16 of 24 people (67%) found this review helpful', 'recommend': True, 'review': ""This game is fun.... at times...Don't misunderstand me when I say that, because there are some nifty ideas to how a game like Sonic Lost World can work. Firstly, graphically speaking, it is a gorgeous looking game and it runs at a consistent 60FPS. The game may look like a Super Mario Galaxy Knockoff, and the developer of this game has admitted to that, but personnally, I didn't think it was a bad choice for level design. Control wise, its easy to move sonic about and being able to home in on multiple enemies with the homing attack is certainly satisfying, but the game does have a hard time teaching you how to use its Parkour feature and the game can feel clunky at times. When you get the hang of it, the parkour can be a welcoming new gameplay feature to the Sonic franchise, and I think they should keep it for potential future Sonic titles. I find it strange that Sonic's natural abilitie to run around is mapped to the right bumper of my controller, does Sonic just not have the natural ability to sprint around naturally anymore? However, I do love the welcoming return of the Spindash, that little baby is still rocking my world, although I do wish it lasted longer that 2 seconds after charging it.Be warned, this game starts off simple and easy for you too grasp the basics of how things work, but slowly and surely, the game with put you to the test. This game will frustrate you if you are not patient enough to endure a lot of trial and error, levels will get harder, crazy gameplay elements will be thrown at you from all directions and you are most likely going to die a lot, so rack up on those lives, because this game is not going to show you any mercy. Also, don't feel surprised if you feel like the games many gameplay elements consist of strange activities, such as guiding fruits to blenders, because believe me, the game will eventually reveal itself to have levels built specifically for experimentation and player feedback.The music is definetly something to behold, wonderfully composed with a lot of great orchestration, rock and occasional heavy metal. Though I do wish Crush 40 or Cash Cash came in to do a song like they've done in the past, I guess their contract with Sonic games is over. :/Now, the one thing I hear people complain about constantly is the story, and yeah, it isn't overly complex or enjoyably silly as say, Sonic Unleashed or Sonic Colours, but with what the game presents us graphically with its simple yet beautiful designed with a simple Sonic must defeat Eggman/ The Deadly Six plot, I didn't feel like I was getting ripped off. The Deadly Six as characters, I don't hate them, they're just not that interesting, although Zazz cracks me up with every line he says.Overall, even though I haven't completed the game, while I find that the game does reek of experimentation and they're are some issues with the controls, I had a fun time with this game. Its is not perfect by any means, and for people who can't get into this based on the level design and the controls, I don't blame you, you probably don't have as much patience with games as much as I do.Approach this game with caution my fellow gamers, if you found this review helpful, I'm happy to have given my thoughts on it. Have fun and have a Good night :)""}]",['329440'],['2'],[True],1.0
30,76561198047232925,http://steamcommunity.com/profiles/76561198047232925,"[{'funny': '', 'posted': 'Posted April 1, 2013.', 'last_edited': '', 'item_id': '440', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'its an awsome game and everybody should play pts be scout'}]",['440'],['0'],[True],1.0
31,SherbetSnek,http://steamcommunity.com/id/SherbetSnek,"[{'funny': '1 person found this review funny', 'posted': 'Posted February 12, 2015.', 'last_edited': '', 'item_id': '310080', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': ""This game may look silly. And some of it is.But mostly it's really ♥♥♥♥ed up and weird.I got Nagaki's ending first, which is really sad.10/10, would coo again.""}, {'funny': '', 'posted': 'Posted July 4, 2014.', 'last_edited': '', 'item_id': '31280', 'helpful': '1 of 2 people (50%) found this review helpful', 'recommend': True, 'review': 'If you have a Mac of any kind, don\'t get this game.It will not work. Usually it gets to the tutorial, but after you click ""Done"", the game crashes.'}, {'funny': '', 'posted': 'Posted May 23, 2015.', 'last_edited': '', 'item_id': '301520', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""A few things:This game can disconnect you at will which is extremely annoying. It's fun as all hell. And rail guns are ♥♥♥♥ing ♥♥♥♥♥♥♥t because they can kill you from half way across the world like it's nothing.""}, {'funny': '', 'posted': 'Posted December 20, 2014.', 'last_edited': '', 'item_id': '113200', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Get extremely powerful upgradesGet to floor before MomAlmost beat bossStray shot hits me, dead.10/10 would play again'}]","['310080', '31280', '301520', '113200']","['2', '0', '0', '2']","[True, True, True, True]",1.0
32,76561198044026724,http://steamcommunity.com/profiles/76561198044026724,"[{'funny': '', 'posted': 'Posted January 1, 2015.', 'last_edited': '', 'item_id': '50130', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': ""I don't like gas stamps, that's about all. 7/10""}, {'funny': '1 person found this review funny', 'posted': 'Posted November 26, 2014.', 'last_edited': '', 'item_id': '730', 'helpful': '1 of 1 people (100%) found this review helpful', 'recommend': True, 'review': 'Prepare for an immeserive combat experience where you get to live and breathe what it\'s like to be apart of a Covert Terrorist Operation, or what it\'s like to stop one. Experience first hand the problems that they they have to face during duty such as insults like ""You filthy Casual"", ""♥♥♥♥ing ♥♥♥♥♥♥♥t that didn\'t hit"", and the countless reminder that your mum is a ♥♥♥♥. Overall 9/10 Great game, Great guns, Bad people'}, {'funny': '', 'posted': 'Posted January 1, 2015.', 'last_edited': '', 'item_id': '24740', 'helpful': 'No ratings yet', 'recommend': True, 'review': ""One of the best racing games I've ever played. Pure arcade racing to the bone, if you like fast, good looking cars doing what they do best, this game is the perfect gem for you :) (Side note: Co-op is fun as well)""}, {'funny': '', 'posted': 'Posted June 28, 2014.', 'last_edited': '', 'item_id': '4000', 'helpful': 'No ratings yet', 'recommend': True, 'review': 'Yes, game good, much fun'}]","['50130', '730', '24740', '4000']","['1', '1', '2', '2']","[True, True, True, True]",1.0
